34	68	12	10	22	1	15	0	0	1	0	92	13	13:30	90	0	0	4	0	0	24	2	4	3	4	4	3	0	0	1	0	0	27	2019-20
36	57	13	10	23	0	14	2	1	2	0	134	9.7	15:45	90	0	0	4	0	0	17	3	3	3	4	4	3	0	0	0	0	0	17	2019-20
41	58	34	14	48	12	26	3	2	7	0	195	17.4	19:15	90	0	0	3	0	0	32	4	4	3	3	2	1	0	0	0	0	0	18	2019-20
43	43	8	9	17	12	26	0	1	1	0	76	10.5	13:45	90	0	4	4	0	0	18	3	3	3	4	5	5	0	0	0	0	0	30	2019-20
44	76	30	24	54	-9	38	3	0	4	0	216	13.9	17:00	90	3	3	3	0	0	20	5	5	4	3	2	1	0	0	0	0	1	64	2019-20
45	80	41	28	69	3	20	8	4	8	0	295	13.9	19:30	90	0	0	3	0	0	26	5	5	4	3	2	1	0	0	1	0	0	46	2019-20
56	70	7	13	20	0	31	2	0	1	0	129	5.4	13:00	90	3	0	3	0	0	5	2	2	3	5	4	4	0	0	0	0	3	22	2019-20
57	77	21	26	47	34	52	1	1	4	0	205	10.2	18:00	90	4	0	0	0	0	20	4	3	4	4	2	2	0	0	0	0	3	31	2019-20
59	80	22	52	74	2	30	7	0	5	0	169	13	20:00	90	3	0	0	0	0	23	4	3	5	3	2	1	0	0	0	0	3	108	2019-20
61	26	9	5	14	-9	6	3	0	0	0	43	20.9	15:15	90	0	2	0	0	0	30	4	5	3	2	2	1	0	0	0	0	0	12	2019-20
62	82	16	40	56	8	21	2	1	4	0	126	12.7	16:45	90	0	3	3	0	0	8	4	3	4	2	1	1	0	1	0	0	2	165	2019-20
63	11	0	1	1	0	2	0	0	0	0	5	0	5:45	90	0	0	2	0	0	3	2	3	2	2	3	2	0	0	0	1	0	49	2019-20
64	36	5	9	14	-7	10	3	0	1	0	48	10.4	12:15	90	0	2	2	0	0	19	3	2	3	1	2	1	0	0	0	0	0	39	2019-20
66	80	14	12	26	-4	17	0	2	1	0	60	23.3	11:30	90	3	3	0	0	0	36	3	4	3	4	3	2	0	0	0	0	1	23	2019-20
67	12	1	0	1	-6	4	0	0	0	0	11	9.1	15:15	120	0	0	0	2	2	7	2	2	2	0	2	2	1	0	0	1	0	0	2019-20
69	82	35	61	96	-3	8	13	0	5	0	206	17	22:15	90	4	0	0	0	0	25	4	4	5	5	2	2	0	0	1	0	4	112	2019-20
72	78	14	45	59	-3	36	2	0	2	0	218	6.4	21:45	120	0	0	0	2	2	13	4	4	5	0	2	1	1	0	0	0	0	102	2019-20
75	82	18	44	62	-5	46	3	0	3	0	179	10.1	18:00	90	2	0	0	0	0	8	5	5	5	3	2	1	0	0	0	0	1	153	2019-20
78	20	3	6	9	-2	6	2	0	2	0	18	16.7	13:30	90	0	0	2	0	0	26	3	4	3	2	3	2	0	0	0	1	0	56	2019-20
80	19	2	3	5	2	10	0	0	0	0	25	8	18:15	120	0	0	0	1	1	5	2	2	2	0	2	2	1	0	0	0	0	27	2019-20
81	57	3	10	13	-8	18	0	1	0	0	45	6.7	13:45	90	5	0	0	0	0	12	3	3	3	4	4	3	0	0	1	0	4	32	2019-20
85	48	3	9	12	6	39	0	0	0	0	60	5	15:30	120	0	0	0	2	2	7	3	3	3	0	3	3	3	0	0	0	0	42	2019-20
86	81	18	10	28	1	8	1	0	4	0	156	11.5	14:45	90	0	2	2	0	0	16	4	4	3	5	2	2	0	0	0	0	0	4	2019-20
94	76	6	9	15	2	6	0	2	0	0	108	5.6	12:30	90	5	0	0	0	0	8	3	3	2	3	3	3	0	0	1	0	4	5	2019-20
97	78	27	26	53	14	56	8	0	2	0	189	14.3	18:15	90	0	4	0	0	0	9	5	4	4	5	4	4	0	1	0	0	1	23	2019-20
98	81	5	17	22	15	39	0	0	1	0	93	5.4	18:15	120	0	0	0	4	4	4	3	2	3	0	4	4	4	0	0	1	0	22	2019-20
100	71	13	14	27	-6	93	4	0	2	0	115	11.3	13:15	90	0	3	3	0	0	16	4	4	4	3	4	3	0	0	0	0	2	20	2019-20
101	70	5	12	17	11	33	0	0	0	0	94	5.3	15:00	120	0	0	0	3	3	3	2	2	2	0	3	3	3	0	0	0	0	14	2019-20
106	65	32	47	79	23	30	9	4	3	0	205	15.6	18:30	90	5	0	0	0	0	33	5	3	5	4	3	2	0	0	1	0	5	109	2019-20
108	23	2	2	4	-5	6	0	0	0	0	25	8	13:00	90	3	3	3	0	0	7	2	2	3	2	3	1	0	0	0	0	3	1	2019-20
113	73	21	26	47	11	36	3	0	4	0	131	16	16:30	90	0	4	4	0	0	17	3	4	4	4	3	4	0	1	0	0	0	57	2019-20
117	41	2	14	16	0	22	0	0	0	0	91	2.2	17:45	120	0	0	0	0	3	6	3	3	4	0	4	2	3	0	0	0	0	69	2019-20
122	20	1	2	3	-3	6	0	0	0	0	16	6.3	9:30	90	2	0	0	0	0	15	2	2	2	2	3	3	0	0	0	0	1	13	2019-20
124	36	0	3	3	-7	12	0	0	0	0	30	0	12:00	120	0	0	0	1	1	3	1	2	2	0	4	4	2	0	0	1	0	34	2019-20
125	20	1	2	3	-1	2	0	0	0	0	18	5.6	11:45	90	0	2	2	0	0	4	3	4	3	2	1	1	0	0	0	0	0	9	2019-20
126	77	23	13	36	8	8	3	0	1	0	161	14.3	12:15	90	0	3	3	0	0	25	3	4	3	2	2	1	0	0	0	0	0	37	2019-20
127	64	14	12	26	6	30	2	0	2	0	154	9.1	15:00	90	3	0	3	0	0	27	4	3	3	4	4	4	0	0	0	0	3	10	2019-20
129	32	2	2	4	-1	6	0	0	0	0	27	7.4	9:45	90	0	2	2	0	0	12	3	3	2	2	4	3	0	0	0	0	0	6	2019-20
132	9	0	0	0	-1	6	0	0	0	0	8	0	7:30	90	0	1	1	0	0	3	2	3	2	1	3	2	0	0	0	0	0	0	2019-20
133	28	6	4	10	7	15	0	1	1	0	33	18.2	11:00	90	3	3	0	0	0	30	2	3	2	2	3	2	0	0	0	0	1	26	2019-20
137	71	7	28	35	-23	6	2	0	1	0	88	8	14:00	90	0	3	3	0	0	12	3	4	4	2	2	1	0	0	0	0	0	207	2019-20
138	69	26	30	56	-2	22	6	0	3	0	209	12.4	19:15	90	0	0	3	0	0	20	4	4	5	4	2	1	0	0	0	0	0	70	2019-20
139	65	3	16	19	-5	52	0	1	0	0	93	3.2	21:45	120	0	0	0	4	4	9	3	3	3	0	4	4	4	0	0	1	0	32	2019-20
143	81	17	18	35	27	18	3	0	1	0	118	14.4	16:15	90	4	4	0	0	0	23	2	3	3	4	2	1	0	0	1	0	3	6	2019-20
148	50	8	10	18	-14	4	3	0	0	0	54	14.8	12:00	90	2	2	0	0	0	23	4	3	4	2	1	2	0	0	0	0	1	20	2019-20
149	53	1	4	5	-12	89	0	0	0	0	59	1.7	15:30	120	0	0	0	3	0	3	1	1	1	0	5	5	5	0	0	2	0	4	2019-20
150	59	2	8	10	9	47	0	0	0	0	75	2.7	15:30	120	0	0	0	0	4	5	2	1	2	0	4	4	4	0	0	1	0	20	2019-20
160	55	2	6	8	3	10	0	0	1	0	34	5.9	9:45	90	0	3	3	0	0	4	3	3	2	3	4	3	0	0	0	2	0	17	2019-20
161	78	3	14	17	-3	40	0	0	1	0	82	3.7	20:45	120	0	0	0	4	4	10	3	3	3	0	2	2	3	0	0	1	0	12	2019-20
162	50	2	8	10	-1	46	0	0	1	0	48	4.2	15:15	120	0	0	0	0	2	8	4	3	2	0	4	3	3	0	0	1	0	26	2019-20
165	74	3	16	19	10	25	1	0	1	0	157	1.9	18:45	120	0	0	0	0	3	3	2	2	3	0	4	4	4	0	0	1	0	27	2019-20
167	53	5	15	20	6	6	0	0	1	0	35	14.3	9:45	90	2	0	2	0	0	23	2	3	3	2	1	1	0	0	0	0	0	193	2019-20
170	73	18	6	24	-14	38	7	1	4	0	123	14.6	13:30	90	4	4	0	0	0	31	1	2	3	4	4	5	0	1	1	0	2	1	2019-20
172	72	13	25	38	-3	20	2	0	3	0	141	9.2	16:15	90	4	0	0	0	0	21	3	4	4	3	2	1	0	0	0	0	4	58	2019-20
176	70	14	9	23	-19	39	2	0	0	0	110	12.7	15:00	90	2	2	2	0	0	25	4	4	3	2	3	2	0	0	0	0	2	10	2019-20
177	51	8	25	33	-8	6	1	0	1	0	91	8.8	15:15	90	0	3	3	0	0	10	3	4	4	3	2	1	0	0	0	0	0	313	2019-20
178	78	2	14	16	-14	35	0	0	0	0	105	1.9	20:15	120	0	0	0	0	4	3	4	3	4	0	3	3	3	0	0	1	0	6	2019-20
182	14	1	3	4	3	9	0	0	0	0	18	5.6	9:00	90	0	2	2	0	0	10	2	3	2	1	3	3	0	0	0	0	0	116	2019-20
187	79	9	25	34	29	24	1	1	1	0	102	8.8	21:30	120	0	0	0	4	4	7	4	4	4	0	2	1	2	0	0	0	0	16	2019-20
188	82	4	14	18	-15	30	0	1	2	0	111	3.6	20:30	120	0	0	0	5	0	7	3	3	3	0	3	2	3	0	0	1	0	16	2019-20
189	70	6	3	9	-14	33	0	1	2	0	74	8.1	11:45	90	3	0	0	0	0	15	2	2	2	2	3	3	0	0	0	0	3	0	2019-20
190	13	2	1	3	0	2	0	0	0	0	17	11.8	10:00	90	0	0	1	0	0	13	2	3	2	2	2	2	0	0	0	0	0	14	2019-20
192	75	12	9	21	-6	47	0	1	1	0	86	14	12:45	90	0	4	4	0	0	23	3	2	2	3	5	4	0	0	0	0	0	16	2019-20
194	82	8	21	29	11	16	0	0	0	0	85	9.4	13:45	90	0	3	3	0	0	6	3	3	4	2	2	1	0	1	0	0	0	37	2019-20
195	72	22	29	51	-17	24	9	1	3	0	180	12.2	20:30	90	0	0	4	0	0	23	3	3	4	5	5	4	0	0	0	0	0	77	2019-20
197	56	3	5	8	0	29	0	0	0	0	56	5.4	9:15	90	0	0	3	0	0	8	3	3	2	3	4	4	0	0	0	0	0	14	2019-20
198	37	1	1	2	-3	28	0	0	0	0	28	3.6	13:15	120	0	0	0	0	3	10	2	2	1	0	5	4	2	0	0	0	0	0	2019-20
205	64	21	17	38	-10	13	7	0	1	0	119	17.6	15:15	90	0	2	2	0	0	27	4	4	4	4	2	2	0	0	0	0	0	23	2019-20
208	76	12	13	25	2	14	1	0	4	0	100	12	11:15	90	0	1	1	0	0	20	4	4	3	3	2	1	0	0	0	0	0	29	2019-20
212	82	16	67	83	13	34	7	1	6	0	300	5.3	25:00	120	0	0	0	0	4	10	4	4	5	0	3	3	3	0	0	0	0	81	2019-20
214	78	4	26	30	-17	18	1	0	1	0	108	3.7	19:15	120	0	0	0	2	0	7	4	4	4	0	2	1	1	0	0	0	0	57	2019-20
216	13	1	1	2	3	0	0	0	0	0	10	10	14:00	120	0	0	0	2	2	16	1	1	1	0	2	2	2	0	0	1	0	11	2019-20
217	42	4	27	31	4	69	1	0	1	0	115	3.5	24:15	120	0	0	0	0	3	11	4	3	4	0	4	5	4	0	0	0	0	104	2019-20
218	56	15	16	31	16	17	0	2	3	0	94	16	14:30	90	0	3	3	0	0	25	3	3	3	3	4	4	0	0	0	0	0	65	2019-20
220	55	12	11	23	-5	28	0	1	2	0	96	12.5	14:30	90	0	3	3	0	0	27	4	3	3	3	4	4	0	0	0	0	0	64	2019-20
223	52	7	10	17	7	14	1	0	3	0	76	9.2	11:15	90	0	0	4	0	0	22	3	3	3	4	3	4	0	0	0	0	0	31	2019-20
224	82	11	15	26	-10	58	1	0	0	0	141	7.8	14:15	90	0	0	3	0	0	15	3	3	3	5	3	3	0	0	0	0	0	22	2019-20
232	7	0	0	0	0	0	0	0	0	0	4	0	10:45	90	2	2	2	0	0	3	2	3	2	2	2	1	0	0	0	0	0	0	2019-20
235	72	2	8	10	22	47	0	0	0	0	116	1.7	21:00	120	0	0	0	0	4	5	3	3	3	0	4	3	5	0	0	0	0	0	2019-20
236	80	13	57	70	21	34	3	0	1	0	185	7	25:00	120	0	0	0	4	4	14	4	3	4	0	2	2	2	0	0	1	0	131	2019-20
239	68	5	13	18	-6	8	0	1	0	0	102	4.9	12:30	90	3	3	3	0	0	7	3	3	3	4	3	3	0	0	0	0	2	19	2019-20
241	34	2	9	11	-13	19	0	0	1	0	42	4.8	16:45	120	0	0	0	2	2	5	2	3	3	0	2	2	2	0	0	0	0	70	2019-20
242	54	8	1	9	-4	29	0	0	1	0	85	9.4	10:00	90	0	3	0	0	0	15	2	3	1	4	5	3	0	0	0	0	0	0	2019-20
246	76	13	20	33	-20	42	5	1	1	0	174	7.5	18:15	90	3	0	0	0	0	14	3	3	4	2	3	2	0	0	0	0	3	8	2019-20
247	53	3	5	8	-5	16	0	0	1	0	58	5.2	12:15	90	2	0	0	0	0	12	2	2	2	2	3	2	0	0	0	0	2	13	2019-20
248	74	7	19	26	-22	18	0	0	2	0	132	5.3	22:30	120	0	0	0	0	3	5	4	3	4	0	4	3	3	0	0	1	0	12	2019-20
249	20	4	2	6	3	6	1	0	1	0	30	13.3	12:30	90	0	2	0	0	0	17	3	3	2	2	1	1	0	0	0	0	0	4	2019-20
250	58	5	11	16	25	58	1	0	1	0	107	4.7	19:15	120	0	0	0	0	4	9	2	2	3	0	4	4	5	0	0	1	0	6	2019-20
251	70	14	41	55	-12	32	1	1	2	0	185	7.6	24:15	120	0	0	0	3	3	13	4	4	5	0	3	2	3	0	0	0	0	105	2019-20
252	32	0	5	5	-4	14	0	0	0	0	31	0	11:15	90	3	0	0	0	0	3	2	3	2	3	4	2	0	0	0	0	2	20	2019-20
253	62	5	9	14	22	57	1	0	2	0	99	5.1	21:00	120	0	0	0	5	0	12	3	2	3	0	4	5	5	0	0	0	0	3	2019-20
254	13	1	0	1	-5	2	0	0	0	0	19	5.3	9:30	90	2	0	2	0	0	7	3	2	1	1	3	2	0	0	0	0	1	0	2019-20
258	78	5	15	20	6	62	0	0	1	0	111	4.5	18:30	120	0	0	0	3	3	8	2	3	3	0	4	4	4	0	0	1	0	15	2019-20
259	73	22	16	38	-1	32	8	1	1	0	123	17.9	17:00	90	0	0	2	0	0	17	3	3	3	4	3	2	0	1	0	0	0	7	2019-20
263	52	7	9	16	-20	16	4	0	1	0	71	9.9	18:15	120	0	0	0	1	1	11	3	4	3	0	2	1	1	0	0	0	0	8	2019-20
265	53	5	15	20	-12	28	3	0	0	0	117	4.3	20:15	120	0	0	0	3	3	7	3	4	4	0	4	3	4	0	0	1	0	33	2019-20
266	75	11	12	23	-22	8	3	0	2	0	133	8.3	13:45	90	2	2	2	0	0	11	4	4	4	2	2	1	0	0	0	0	0	14	2019-20
267	82	19	20	39	25	34	0	5	5	0	123	15.4	14:45	90	4	0	0	0	0	24	3	5	4	4	3	3	0	0	1	0	3	17	2019-20
268	73	20	13	33	22	36	0	2	3	0	111	18	14:00	90	4	0	0	0	0	22	3	4	3	4	4	4	0	0	1	1	3	24	2019-20
269	37	2	4	6	3	9	0	0	0	0	44	4.5	17:15	120	0	0	0	3	3	4	2	2	2	0	4	3	3	0	0	0	0	6	2019-20
276	72	11	10	21	4	96	1	0	2	0	115	9.6	10:30	90	0	3	3	0	0	19	2	2	3	3	4	4	0	0	0	0	0	44	2019-20
277	19	0	1	1	5	15	0	0	0	0	22	0	17:45	120	0	0	0	2	2	3	3	2	2	0	3	2	3	0	0	0	0	0	2019-20
280	73	8	15	23	6	44	3	0	2	0	95	8.4	14:00	90	0	0	3	0	0	8	2	3	3	5	4	5	0	0	0	0	0	20	2019-20
281	74	4	19	23	4	34	0	0	0	0	113	3.5	16:00	120	0	0	0	2	2	3	2	2	3	0	3	3	3	0	0	0	0	33	2019-20
282	78	6	11	17	1	22	1	0	1	0	106	5.7	12:30	90	0	4	0	0	0	9	4	4	3	4	3	2	0	0	0	0	0	20	2019-20
286	71	2	13	15	-1	115	0	0	0	0	82	2.4	19:45	120	0	0	0	3	3	3	2	2	3	0	3	3	3	0	0	2	0	14	2019-20
287	78	22	14	36	-19	71	3	3	3	0	213	10.3	17:00	90	0	4	4	0	0	17	3	4	3	5	4	5	0	0	1	0	1	15	2019-20
288	77	7	11	18	-7	42	0	0	2	0	102	6.9	15:45	90	0	4	4	0	0	5	3	4	3	3	5	3	0	0	1	0	0	14	2019-20
290	66	16	16	32	-8	31	4	3	3	0	118	13.6	17:30	90	4	0	4	0	0	20	3	4	3	4	2	2	0	0	0	0	3	23	2019-20
293	10	2	5	7	3	7	0	0	1	0	9	22.2	14:30	90	0	2	0	0	0	34	3	4	3	2	4	3	0	0	0	0	0	311	2019-20
296	6	1	0	1	-2	2	0	0	0	0	10	10	12:45	90	0	0	2	0	0	16	1	2	1	1	2	1	0	0	0	0	0	0	2019-20
298	50	1	7	8	-2	22	0	0	0	0	76	1.3	18:15	120	0	0	0	2	2	3	2	2	2	0	4	3	3	0	0	1	0	13	2019-20
300	81	22	24	46	13	24	1	0	5	0	139	15.8	13:15	90	0	2	2	0	0	25	3	3	3	2	2	2	0	0	0	0	0	99	2019-20
301	82	34	32	66	-7	18	11	1	5	0	227	15	19:15	90	0	2	0	0	0	23	4	5	4	3	1	1	0	0	0	0	0	39	2019-20
305	69	11	14	25	20	6	0	1	2	0	82	13.4	12:15	90	4	4	0	0	0	21	3	3	3	4	3	2	0	0	0	0	3	23	2019-20
307	81	7	20	27	-8	35	1	0	2	0	144	4.9	13:30	90	3	3	3	0	0	7	3	3	3	4	4	3	0	0	0	0	1	46	2019-20
308	81	27	43	70	-6	22	6	2	3	0	204	13.2	18:30	90	5	5	0	0	0	22	4	4	5	5	3	2	0	0	1	0	1	82	2019-20
309	80	33	43	76	2	34	8	1	5	0	223	14.8	22:15	90	5	0	0	0	0	11	4	3	4	5	2	2	0	1	1	0	5	28	2019-20
311	81	12	22	34	-1	20	1	1	2	0	155	7.7	16:45	90	4	0	4	0	0	6	4	4	4	4	3	2	0	0	0	0	2	32	2019-20
315	79	35	65	100	18	36	12	0	3	0	220	15.9	21:00	90	3	0	0	0	0	27	5	5	5	4	3	3	0	0	0	0	5	144	2019-20
316	81	11	14	25	5	67	0	2	1	0	131	8.4	13:00	90	0	4	0	0	0	13	3	3	2	3	5	4	0	0	0	0	0	44	2019-20
317	71	7	13	20	6	14	0	2	2	0	87	8	11:30	90	4	4	0	0	0	12	2	2	3	4	2	1	0	0	1	0	3	47	2019-20
319	21	2	3	5	2	2	0	0	0	0	19	10.5	8:45	90	0	0	2	0	0	21	1	3	2	1	3	3	0	0	0	2	0	58	2019-20
320	54	6	12	18	-1	8	0	0	3	0	65	9.2	11:15	90	0	2	2	0	0	14	3	3	3	4	1	1	0	0	0	0	0	41	2019-20
323	82	28	42	70	-6	8	8	0	4	0	195	14.4	18:15	90	0	2	2	0	0	25	4	5	5	3	2	2	0	0	0	0	0	143	2019-20
325	82	9	35	44	-13	34	5	0	4	0	177	5.1	21:15	120	0	0	0	3	3	5	5	4	4	0	3	2	3	0	0	0	0	71	2019-20
326	38	0	6	6	9	6	0	0	0	0	42	0	18:30	120	0	0	0	3	3	3	2	2	2	0	2	1	2	0	0	0	0	18	2019-20
327	28	3	4	7	3	2	0	0	2	0	34	8.8	12:00	90	0	2	2	0	0	7	3	4	3	1	2	1	0	0	0	0	0	20	2019-20
328	44	2	6	8	-3	12	0	1	1	0	47	4.3	18:30	120	0	0	0	3	3	3	3	3	3	0	2	2	2	0	0	0	0	5	2019-20
330	81	12	41	53	17	39	0	0	1	0	132	9.1	17:45	90	4	0	0	0	0	14	3	4	4	4	3	2	0	0	1	0	5	144	2019-20
333	8	0	0	0	-1	7	0	0	0	0	3	0	7:00	90	0	2	2	0	0	3	3	2	2	1	2	2	0	0	0	0	0	0	2019-20
337	10	0	1	1	-4	15	0	0	0	0	7	0	13:45	120	0	0	0	1	1	3	2	2	1	0	3	2	3	0	0	2	0	18	2019-20
340	74	1	13	14	1	20	0	0	1	0	102	1	18:30	120	0	0	0	4	0	4	3	3	3	0	4	3	4	0	0	1	0	18	2019-20
341	60	3	6	9	-13	16	0	0	0	0	55	5.5	11:30	90	3	3	0	0	0	8	2	3	2	3	3	2	0	0	0	0	1	6	2019-20
343	23	4	2	6	0	8	0	0	1	0	29	13.8	10:15	90	2	0	2	0	0	39	3	3	2	1	2	1	0	0	0	0	2	13	2019-20
344	61	4	26	30	6	77	0	0	0	0	111	3.6	19:15	120	0	0	0	1	1	9	4	4	4	0	2	2	2	0	0	1	0	92	2019-20
345	82	41	35	76	0	15	13	0	3	0	220	18.6	17:45	90	0	2	2	0	0	34	4	5	4	3	3	1	0	0	0	0	0	67	2019-20
346	68	27	15	42	2	18	8	0	4	0	156	17.3	16:15	90	0	3	3	0	0	16	4	5	4	3	3	2	0	1	0	0	0	12	2019-20
347	52	5	15	20	2	39	0	0	3	0	59	8.5	22:00	120	0	0	0	4	0	11	3	3	3	0	4	3	3	0	0	1	0	37	2019-20
348	42	1	9	10	-2	8	0	0	0	0	45	2.2	17:00	120	0	0	0	1	1	4	4	4	3	0	3	3	2	0	0	1	0	59	2019-20
351	77	4	18	22	-1	32	0	0	0	0	109	3.7	19:15	120	0	0	0	3	3	7	3	3	3	0	3	3	3	0	0	1	0	23	2019-20
352	35	2	6	8	9	12	0	0	2	0	39	5.1	20:00	120	0	0	0	3	3	10	2	3	3	0	4	3	3	0	0	0	0	12	2019-20
356	64	4	13	17	-5	22	0	0	0	0	98	4.1	17:15	120	0	0	0	2	2	3	4	3	3	0	3	2	3	0	0	0	0	21	2019-20
360	48	2	3	5	-12	22	0	1	0	0	48	4.2	10:00	90	0	2	2	0	0	5	3	2	1	3	5	5	0	0	0	0	0	3	2019-20
364	24	1	3	4	-3	8	0	0	0	0	31	3.2	10:15	90	0	2	2	0	0	11	2	2	2	2	4	3	0	0	0	0	0	39	2019-20
366	67	6	16	22	9	23	0	0	2	0	94	6.4	13:15	90	4	4	0	0	0	9	3	3	3	2	3	2	0	0	0	0	1	97	2019-20
367	82	1	21	22	19	61	0	1	0	0	71	1.4	17:45	120	0	0	0	3	3	3	3	3	3	0	4	4	5	0	0	0	0	26	2019-20
370	45	1	9	10	9	4	0	0	0	0	33	3	13:30	120	0	0	0	1	1	10	3	3	3	0	2	1	2	0	0	0	0	42	2019-20
374	82	28	44	72	20	80	4	0	2	0	203	13.8	17:30	90	2	0	0	0	0	22	5	4	4	4	2	3	0	0	0	0	1	98	2019-20
376	56	10	15	25	-15	6	3	0	1	0	139	7.2	13:45	90	0	2	2	0	0	10	4	3	3	2	2	1	0	0	0	0	0	160	2019-20
379	80	14	23	37	10	10	1	0	4	0	115	12.2	13:30	90	0	3	3	0	0	15	4	4	4	3	2	1	0	0	0	0	0	54	2019-20
381	20	0	1	1	-4	39	0	0	0	0	7	0	11:45	120	0	0	0	0	2	3	2	2	1	0	4	3	3	0	0	0	0	3	2019-20
382	82	8	37	45	-34	44	7	0	1	0	154	5.2	26:30	120	0	0	0	0	4	13	4	4	4	0	4	4	5	0	0	0	0	63	2019-20
383	64	8	14	22	10	20	0	0	3	0	47	17	10:15	90	4	0	0	0	0	28	3	3	4	3	3	2	0	0	0	0	2	61	2019-20
384	11	0	1	1	-4	0	0	0	0	0	9	0	12:45	90	2	0	2	0	0	3	2	3	2	1	2	1	0	0	0	0	2	11	2019-20
386	82	50	55	105	2	52	16	3	5	0	231	21.6	22:30	90	3	3	0	0	0	32	5	4	5	4	2	2	0	0	0	0	3	157	2019-20
390	40	3	3	6	-7	26	0	1	0	0	44	6.8	9:00	90	2	2	0	0	0	9	2	3	2	2	3	2	0	0	0	0	2	7	2019-20
391	81	18	35	53	-8	26	3	0	3	0	190	9.5	17:00	90	1	1	0	0	0	14	4	5	4	2	2	1	0	0	0	0	0	84	2019-20
393	25	1	4	5	2	4	0	0	0	0	22	4.5	10:00	90	3	3	0	0	0	5	3	3	3	2	1	1	0	0	0	0	0	37	2019-20
395	61	6	8	14	-16	36	0	0	0	0	63	9.5	12:15	90	4	4	0	0	0	18	3	3	3	5	4	4	0	0	0	0	4	1	2019-20
397	82	27	34	61	16	64	2	0	5	0	174	15.5	17:45	90	3	0	0	0	0	33	4	4	4	3	4	3	0	0	0	0	1	34	2019-20
398	73	31	39	70	-3	8	6	0	1	0	172	18	18:45	90	2	0	0	0	0	31	4	5	5	3	1	2	0	0	0	0	5	54	2019-20
399	74	19	14	33	-2	14	7	0	3	0	132	14.4	12:45	90	0	2	2	0	0	26	4	4	3	2	2	1	0	0	0	0	0	24	2019-20
400	32	12	10	22	-5	21	6	0	1	0	93	12.9	23:30	120	0	0	0	0	2	26	4	3	3	0	4	3	3	0	0	0	0	37	2019-20
402	76	3	20	23	31	20	0	0	0	0	99	3	21:00	120	0	0	0	4	4	4	2	2	3	0	4	3	5	0	0	1	0	22	2019-20
404	78	12	23	35	14	45	3	0	4	0	150	8	17:30	120	0	0	0	2	2	13	4	5	4	0	2	2	2	0	0	0	0	36	2019-20
407	20	2	5	7	-2	2	1	0	1	0	25	8	14:30	90	2	0	0	0	0	17	3	4	4	2	2	1	0	0	0	0	4	12	2019-20
409	78	26	30	56	-9	29	5	0	5	0	159	16.4	16:45	90	0	2	2	0	0	33	4	4	4	4	2	2	0	0	0	0	0	60	2019-20
411	78	22	19	41	19	16	1	3	3	0	120	18.3	15:30	90	5	0	0	0	0	36	4	4	3	4	3	2	0	0	0	0	3	24	2019-20
413	7	0	0	0	-4	4	0	0	0	0	6	0	14:00	90	0	2	2	0	0	3	2	2	2	3	2	3	0	0	0	0	0	0	2019-20
